1775804359.3765, 0.158, 0.007,1775804359.0765, 0.021, 0.023, 0.025
1775804359.4765, 0.159, 0.015,1775804359.0765, 0.021, 0.023, 0.025
1775804359.5765, 0.160, 0.005,1775804359.0765, 0.021, 0.023, 0.025
1775804359.6765, 0.162, 0.005,1775804359.0765, 0.021, 0.023, 0.025
1775804359.7765, 0.163, 0.009,1775804359.0765, 0.021, 0.023, 0.025
1775804359.8765, 0.164, 0.016,1775804359.0765, 0.021, 0.023, 0.025
1775804359.9765, 0.165, 0.016,1775804359.0765, 0.021, 0.023, 0.025
1775804360.0765, 0.166, 0.025,1775804359.0765, 0.021, 0.023, 0.025
1775804360.1765, 0.167, 0.015,1775804359.0765, 0.021, 0.023, 0.025
1775804360.2765, 0.168, 0.011,1775804360.2765, 0.057, 0.030, 0.037
1775804360.3765, 0.169, 0.012,1775804360.2765, 0.057, 0.030, 0.037
1775804360.4765, 0.170, 0.002,1775804360.2765, 0.057, 0.030, 0.037
1775804360.5765, 0.172, 0.005,1775804360.2765, 0.057, 0.030, 0.037
1775804360.6765, 0.173, 0.018,1775804360.2765, 0.057, 0.030, 0.037
1775804360.7765, 0.174, 0.003,1775804360.2765, 0.057, 0.030, 0.037
1775804360.8765, 0.175, 0.012,1775804360.2765, 0.057, 0.030, 0.037
1775804360.9765, 0.176, 0.011,1775804360.2765, 0.057, 0.030, 0.037
1775804361.0765, 0.177, 0.005,1775804360.2765, 0.057, 0.030, 0.037
1775804361.1765, 0.178, 0.007,1775804360.2765, 0.057, 0.030, 0.037
1775804361.2765, 0.180, 0.008,1775804360.2765, 0.057, 0.030, 0.037
1775804361.3765, 0.181, 0.007,1775804360.2765, 0.057, 0.030, 0.037
1775804361.4765, 0.182, 0.012,1775804361.4765, 0.072, 0.033, 0.040
1775804361.5765, 0.183, 0.019,1775804361.4765, 0.072, 0.033, 0.040
1775804361.6765, 0.184, 0.015,1775804361.4765, 0.072, 0.033, 0.040
1775804361.7765, 0.185, 0.006,1775804361.4765, 0.072, 0.033, 0.040
1775804361.8765, 0.186, 0.007,1775804361.4765, 0.072, 0.033, 0.040
1775804361.9765, 0.188, 0.001,1775804361.4765, 0.072, 0.033, 0.040
1775804362.0765, 0.189, 0.022,1775804361.4765, 0.072, 0.033, 0.040
1775804362.1765, 0.190, 0.018,1775804361.4765, 0.072, 0.033, 0.040
1775804362.2765, 0.191, 0.018,1775804361.4765, 0.072, 0.033, 0.040
1775804362.3765, 0.192, 0.020,1775804361.4765, 0.072, 0.033, 0.040
